ArrowButton.size 	 13 
Slider.background 	 javax.swing.plaf.ColorUIResource[r=53,g=53,b=53] 
Slider.focus 	 javax.swing.plaf.ColorUIResource[r=0,g=0,b=0] 
Slider.focusInputMap 	 javax.swing.UIDefaults$LazyInputMap@55040f2f 
Slider.focusInputMap.RightToLeft 	 javax.swing.UIDefaults$LazyInputMap@52e677af 
Slider.focusInsets 	 javax.swing.plaf.InsetsUIResource[top=2,left=2,bottom=2,right=2] 
Slider.font 	 javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$19/0x0000000800100c40@5d20e46 
Slider.foreground 	 javax.swing.plaf.ColorUIResource[r=53,g=53,b=53] 
Slider.highlight 	 javax.swing.plaf.ColorUIResource[r=0,g=0,b=0] 
Slider.horizontalSize 	 java.awt.Dimension[width=200,height=21] 
Slider.minimumHorizontalSize 	 java.awt.Dimension[width=36,height=21] 
Slider.minimumVerticalSize 	 java.awt.Dimension[width=21,height=36] 
Slider.onlyLeftMouseButtonDrag 	 false 
Slider.paintValue 	 true 
Slider.shadow 	 javax.swing.plaf.ColorUIResource[r=0,g=0,b=0] 
Slider.thumbHeight 	 14 
Slider.thumbWidth 	 30 
Slider.tickColor 	 java.awt.Color[r=0,g=0,b=0] 
Slider.verticalSize 	 java.awt.Dimension[width=21,height=200] 
SliderUI 	 javax.swing.plaf.synth.SynthLookAndFeel 
Spinner.ancestorInputMap 	 javax.swing.UIDefaults$LazyInputMap@568bf312 
Spinner.arrowButtonSize 	 java.awt.Dimension[width=16,height=5] 
Spinner.background 	 javax.swing.plaf.ColorUIResource[r=53,g=53,b=53] 
Spinner.border 	 javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$49/0x0000000800108840@19dc67c2 
Spinner.disableOnBoundaryValues 	 true 
Spinner.editorAlignment 	 10 
Spinner.editorBorderPainted 	 false 
Spinner.font 	 com.sun.java.swing.plaf.gtk.GTKLookAndFeel$1FontLazyValue@7f9fcf7f 
Spinner.foreground 	 javax.swing.plaf.ColorUIResource[r=53,g=53,b=53] 
SpinnerUI 	 javax.swing.plaf.synth.SynthLookAndFeel 
SplitPane.ancestorInputMap 	 javax.swing.UIDefaults$LazyInputMap@57175e74 
SplitPane.background 	 javax.swing.plaf.ColorUIResource[r=53,g=53,b=53] 
SplitPane.border 	 javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$47/0x0000000800108040@2890c451 
SplitPane.darkShadow 	 javax.swing.plaf.ColorUIResource[r=0,g=0,b=0] 
SplitPane.dividerSize 	 7 
SplitPane.highlight 	 javax.swing.plaf.ColorUIResource[r=0,g=0,b=0] 
SplitPane.oneTouchButtonSize 	 5 
SplitPane.oneTouchOffset 	 2 
SplitPane.shadow 	 javax.swing.plaf.ColorUIResource[r=0,g=0,b=0] 
SplitPane.size 	 7 
SplitPane.supportsOneTouchButtons 	 false 
SplitPaneDivider.border 	 javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$48/0x0000000800108440@52aa2946 
SplitPaneDivider.draggingColor 	 javax.swing.plaf.ColorUIResource[r=64,g=64,b=64] 
SplitPaneUI 	 javax.swing.plaf.synth.SynthLookAndFeel 
Synth.doNotSetTextAA 	 true 
TabbedPane.ancestorInputMap 	 javax.swing.UIDefaults$LazyInputMap@41ee392b 
TabbedPane.background 	 javax.swing.plaf.ColorUIResource[r=53,g=53,b=53] 
TabbedPane.contentBorderInsets 	 javax.swing.plaf.InsetsUIResource[top=2,left=2,bottom=3,right=3] 
TabbedPane.contentOpaque 	 true 
TabbedPane.darkShadow 	 javax.swing.plaf.ColorUIResource[r=0,g=0,b=0] 
TabbedPane.focus 	 javax.swing.plaf.ColorUIResource[r=238,g=238,b=236] 
TabbedPane.focusInputMap 	 javax.swing.UIDefaults$LazyInputMap@1b68b9a4 
TabbedPane.font 	 com.sun.java.swing.plaf.gtk.GTKLookAndFeel$1FontLazyValue@6ee12bac 
TabbedPane.foreground 	 javax.swing.plaf.ColorUIResource[r=238,g=238,b=236] 
TabbedPane.highlight 	 javax.swing.plaf.ColorUIResource[r=0,g=0,b=0] 
TabbedPane.isTabRollover 	 false 
TabbedPane.labelShift 	 3 
TabbedPane.light 	 javax.swing.plaf.ColorUIResource[r=53,g=53,b=53] 
TabbedPane.selectedLabelShift 	 3 
TabbedPane.selectedTabPadInsets 	 javax.swing.plaf.InsetsUIResource[top=2,left=2,bottom=0,right=1] 
TabbedPane.selectionFollowsFocus 	 true 
TabbedPane.shadow 	 javax.swing.plaf.ColorUIResource[r=0,g=0,b=0] 
TabbedPane.tabAreaInsets 	 javax.swing.plaf.InsetsUIResource[top=3,left=2,bottom=0,right=2] 
TabbedPane.tabInsets 	 javax.swing.plaf.InsetsUIResource[top=0,left=4,bottom=1,right=4] 
TabbedPane.tabRunOverlay 	 2 
TabbedPane.tabsOpaque 	 true 
TabbedPane.tabsOverlapBorder 	 false 
TabbedPane.textIconGap 	 4 
TabbedPaneUI 	 javax.swing.plaf.synth.SynthLookAndFeel 
Table.alternateRowColor 	 java.awt.Color[r=215,g=215,b=215] 
Table.alternatingBackground 	 java.awt.Color[r=215,g=215,b=215] 
Table.ancestorInputMap 	 javax.swing.UIDefaults$LazyInputMap@62bd765 
Table.ancestorInputMap.RightToLeft 	 javax.swing.UIDefaults$LazyInputMap@1a052a00 
Table.ascendingSortIcon 	 com.sun.java.swing.plaf.gtk.GTKStyle$GTKLazyValue@176d53b2 
Table.background 	 javax.swing.plaf.ColorUIResource[r=45,g=45,b=45] 
Table.descendingSortIcon 	 com.sun.java.swing.plaf.gtk.GTKStyle$GTKLazyValue@3d36e4cd 
Table.dropLineColor 	 javax.swing.plaf.ColorUIResource[r=0,g=0,b=0] 
Table.dropLineShortColor 	 javax.swing.plaf.ColorUIResource[r=0,g=0,b=0] 
Table.focusCellBackground 	 javax.swing.plaf.ColorUIResource[r=45,g=45,b=45] 
Table.focusCellForeground 	 javax.swing.plaf.ColorUIResource[r=255,g=255,b=255] 
Table.focusCellHighlightBorder 	 com.sun.java.swing.plaf.gtk.GTKStyle$GTKLazyValue@28c4711c 
Table.focusSelectedCellHighlightBorder 	 com.sun.java.swing.plaf.gtk.GTKStyle$GTKLazyValue@4f9a3314 
Table.font 	 com.sun.java.swing.plaf.gtk.GTKLookAndFeel$1FontLazyValue@473b46c3 
Table.foreground 	 javax.swing.plaf.ColorUIResource[r=238,g=238,b=236] 
Table.gridColor 	 javax.swing.plaf.ColorUIResource[r=128,g=128,b=128] 
Table.scrollPaneBorder 	 com.sun.java.swing.plaf.gtk.GTKLookAndFeel$$Lambda$56/0x000000080010fc40@2145433b 
Table.selectionBackground 	 javax.swing.plaf.ColorUIResource[r=21,g=83,b=158] 
Table.selectionForeground 	 javax.swing.plaf.ColorUIResource[r=255,g=255,b=255] 
Table.sortIconColor 	 javax.swing.plaf.ColorUIResource[r=0,g=0,b=0] 
TableHeader.alignSorterArrow 	 true 
TableHeader.ancestorInputMap 	 javax.swing.UIDefaults$LazyInputMap@1dd92fe2 
TableHeader.background 	 javax.swing.plaf.ColorUIResource[r=53,g=53,b=53] 
TableHeader.cellBorder 	 javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$30/0x0000000800103840@35fc6dc4 
TableHeader.focusCellBackground 	 javax.swing.plaf.ColorUIResource[r=45,g=45,b=45] 
TableHeader.font 	 com.sun.java.swing.plaf.gtk.GTKLookAndFeel$1FontLazyValue@7bb58ca3 
TableHeader.foreground 	 javax.swing.plaf.ColorUIResource[r=238,g=238,b=236] 
TableHeaderUI 	 javax.swing.plaf.synth.SynthLookAndFeel 
TableUI 	 javax.swing.plaf.synth.SynthLookAndFeel 
TaskPane.specialTitleBackground 	 java.awt.Color[r=64,g=64,b=64] 
TaskPane.specialTitleForeground 	 java.awt.Color[r=255,g=255,b=255] 
TaskPane.titleBackgroundGradientEnd 	 java.awt.Color[r=192,g=192,b=192] 
TaskPane.titleBackgroundGradientStart 	 java.awt.Color[r=255,g=255,b=255] 
TaskPane.titleForeground 	 java.awt.Color[r=0,g=0,b=0] 
TaskPaneContainer.backgroundPainter 	 org.jdesktop.swingx.painter.MattePainter@48fa0f47 
TaskPaneContainer.useGradient 	 false 
Text-specific antialiasing enable key 	 LCD HRGB antialiasing text mode 
TextArea.background 	 javax.swing.plaf.ColorUIResource[r=53,g=53,b=53] 
TextArea.border 	 javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$24/0x0000000800102040@7bc1a03d 
TextArea.caretAspectRatio 	 0.025 
TextArea.caretBlinkRate 	 1200 
TextArea.caretForeground 	 javax.swing.plaf.ColorUIResource[r=0,g=0,b=0] 
TextArea.focusInputMap 	 javax.swing.UIDefaults$LazyInputMap@ba8d91c 
TextArea.font 	 com.sun.java.swing.plaf.gtk.GTKLookAndFeel$1FontLazyValue@770c2e6b 
TextArea.foreground 	 javax.swing.plaf.ColorUIResource[r=255,g=255,b=255] 
TextArea.inactiveForeground 	 javax.swing.plaf.ColorUIResource[r=255,g=255,b=255] 
TextArea.margin 	 javax.swing.plaf.InsetsUIResource[top=0,left=0,bottom=0,right=0] 
TextArea.selectionBackground 	 javax.swing.plaf.ColorUIResource[r=21,g=83,b=158] 
TextArea.selectionForeground 	 javax.swing.plaf.ColorUIResource[r=255,g=255,b=255] 
TextAreaUI 	 javax.swing.plaf.synth.SynthLookAndFeel 
TextField.background 	 javax.swing.plaf.ColorUIResource[r=53,g=53,b=53] 
TextField.border 	 javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$49/0x0000000800108840@19dc67c2 
TextField.caretAspectRatio 	 0.025 
TextField.caretBlinkRate 	 1200 
TextField.caretForeground 	 javax.swing.plaf.ColorUIResource[r=0,g=0,b=0] 
TextField.darkShadow 	 javax.swing.plaf.ColorUIResource[r=0,g=0,b=0] 
TextField.focusInputMap 	 javax.swing.UIDefaults$LazyInputMap@731f8236 
TextField.font 	 com.sun.java.swing.plaf.gtk.GTKLookAndFeel$1FontLazyValue@c8e4bb0 
TextField.foreground 	 javax.swing.plaf.ColorUIResource[r=255,g=255,b=255] 
TextField.highlight 	 javax.swing.plaf.ColorUIResource[r=0,g=0,b=0] 
TextField.inactiveBackground 	 javax.swing.plaf.ColorUIResource[r=53,g=53,b=53] 
TextField.inactiveForeground 	 javax.swing.plaf.ColorUIResource[r=255,g=255,b=255] 
TextField.light 	 javax.swing.plaf.ColorUIResource[r=53,g=53,b=53] 
TextField.margin 	 javax.swing.plaf.InsetsUIResource[top=0,left=0,bottom=0,right=0] 
TextField.selectionBackground 	 javax.swing.plaf.ColorUIResource[r=21,g=83,b=158] 
TextField.selectionForeground 	 javax.swing.plaf.ColorUIResource[r=255,g=255,b=255] 
TextField.shadow 	 javax.swing.plaf.ColorUIResource[r=0,g=0,b=0] 
TextFieldUI 	 javax.swing.plaf.synth.SynthLookAndFeel 
TextPane.background 	 javax.swing.plaf.ColorUIResource[r=255,g=255,b=255] 
TextPane.border 	 javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$24/0x0000000800102040@7bc1a03d 
TextPane.caretAspectRatio 	 0.025 
TextPane.caretBlinkRate 	 1200 
TextPane.caretForeground 	 javax.swing.plaf.ColorUIResource[r=0,g=0,b=0] 
TextPane.focusInputMap 	 javax.swing.UIDefaults$LazyInputMap@ba8d91c 
TextPane.font 	 com.sun.java.swing.plaf.gtk.GTKLookAndFeel$1FontLazyValue@69b794e2 
TextPane.foreground 	 javax.swing.plaf.ColorUIResource[r=255,g=255,b=255] 
TextPane.inactiveForeground 	 javax.swing.plaf.ColorUIResource[r=255,g=255,b=255] 
TextPane.margin 	 javax.swing.plaf.InsetsUIResource[top=3,left=3,bottom=3,right=3] 
TextPane.selectionBackground 	 javax.swing.plaf.ColorUIResource[r=21,g=83,b=158] 
TextPane.selectionForeground 	 javax.swing.plaf.ColorUIResource[r=255,g=255,b=255] 
TextPaneUI 	 javax.swing.plaf.synth.SynthLookAndFeel 
TitledBorder.border 	 com.sun.java.swing.plaf.gtk.GTKLookAndFeel$2@4d49af10 
TitledBorder.font 	 javax.swing.plaf.FontUIResource[family=DejaVu Sans,name=DejaVu Sans,style=plain,size=12] 
TitledBorder.titleColor 	 javax.swing.plaf.ColorUIResource[r=238,g=238,b=236] 
ToggleButton.background 	 javax.swing.plaf.ColorUIResource[r=53,g=53,b=53] 
ToggleButton.border 	 javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$32/0x0000000800104040@4206a205 
ToggleButton.darkShadow 	 javax.swing.plaf.ColorUIResource[r=0,g=0,b=0] 
ToggleButton.focusInputMap 	 javax.swing.UIDefaults$LazyInputMap@61009542 
ToggleButton.font 	 com.sun.java.swing.plaf.gtk.GTKLookAndFeel$1FontLazyValue@4ae3c1cd 
ToggleButton.foreground 	 javax.swing.plaf.ColorUIResource[r=238,g=238,b=236] 
ToggleButton.highlight 	 javax.swing.plaf.ColorUIResource[r=0,g=0,b=0] 
ToggleButton.light 	 javax.swing.plaf.ColorUIResource[r=53,g=53,b=53] 
ToggleButton.margin 	 javax.swing.plaf.InsetsUIResource[top=0,left=0,bottom=0,right=0] 
ToggleButton.shadow 	 javax.swing.plaf.ColorUIResource[r=0,g=0,b=0] 
ToggleButton.textIconGap 	 4 
ToggleButton.textShiftOffset 	 0 
ToggleButtonUI 	 javax.swing.plaf.synth.SynthLookAndFeel 
ToolBar.ancestorInputMap 	 javax.swing.UIDefaults$LazyInputMap@3f200884 
ToolBar.background 	 javax.swing.plaf.ColorUIResource[r=53,g=53,b=53] 
ToolBar.border 	 javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$25/0x0000000800102440@15d9bc04 
ToolBar.darkShadow 	 javax.swing.plaf.ColorUIResource[r=0,g=0,b=0] 
ToolBar.dockingBackground 	 javax.swing.plaf.ColorUIResource[r=53,g=53,b=53] 
ToolBar.dockingForeground 	 javax.swing.plaf.ColorUIResource[r=255,g=0,b=0] 
ToolBar.floatingBackground 	 javax.swing.plaf.ColorUIResource[r=53,g=53,b=53] 
ToolBar.floatingForeground 	 javax.swing.plaf.ColorUIResource[r=64,g=64,b=64] 
ToolBar.font 	 com.sun.java.swing.plaf.gtk.GTKLookAndFeel$1FontLazyValue@564718df 
ToolBar.foreground 	 javax.swing.plaf.ColorUIResource[r=238,g=238,b=236] 
ToolBar.handleIcon 	 com.sun.java.swing.plaf.gtk.GTKLookAndFeel$3@18a70f16 
ToolBar.highlight 	 javax.swing.plaf.ColorUIResource[r=0,g=0,b=0] 
ToolBar.light 	 javax.swing.plaf.ColorUIResource[r=53,g=53,b=53] 
ToolBar.separatorSize 	 javax.swing.plaf.DimensionUIResource[width=10,height=10] 
ToolBar.shadow 	 javax.swing.plaf.ColorUIResource[r=0,g=0,b=0] 
ToolBarSeparatorUI 	 javax.swing.plaf.synth.SynthLookAndFeel 
ToolBarUI 	 javax.swing.plaf.synth.SynthLookAndFeel 
ToolTip.background 	 javax.swing.plaf.ColorUIResource[r=53,g=53,b=53] 
ToolTip.border 	 javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$28/0x0000000800103040@f0f2775 
ToolTip.font 	 com.sun.java.swing.plaf.gtk.GTKLookAndFeel$1FontLazyValue@77e4c80f 
ToolTip.foreground 	 javax.swing.plaf.ColorUIResource[r=238,g=238,b=236] 
ToolTipManager.enableToolTipMode 	 allWindows 
ToolTipUI 	 javax.swing.plaf.synth.SynthLookAndFeel 
Tree.alternatingBackground 	 java.awt.Color[r=215,g=215,b=215] 
Tree.ancestorInputMap 	 javax.swing.UIDefaults$LazyInputMap@77e9807f 
Tree.background 	 javax.swing.plaf.ColorUIResource[r=45,g=45,b=45] 
Tree.changeSelectionWithFocus 	 true 
Tree.collapsedIcon 	 com.sun.java.swing.plaf.gtk.GTKStyle$GTKLazyValue@51931956 
Tree.drawHorizontalLines 	 false 
Tree.drawVerticalLines 	 false 
Tree.drawsFocusBorder 	 true 
Tree.drawsFocusBorderAroundIcon 	 false 
Tree.dropLineColor 	 javax.swing.plaf.ColorUIResource[r=0,g=0,b=0] 
Tree.editorBorder 	 javax.swing.plaf.basic.BasicLookAndFeel$$Lambda$28/0x0000000800103040@f0f2775 
Tree.expandedIcon 	 com.sun.java.swing.plaf.gtk.GTKStyle$GTKLazyValue@7364985f 
Tree.expanderSize 	 10 
Tree.focusInputMap 	 javax.swing.UIDefaults$LazyInputMap@709ba3fb 
Tree.focusInputMap.RightToLeft 	 javax.swing.UIDefaults$LazyInputMap@45f45fa1 
Tree.font 	 com.sun.java.swing.plaf.gtk.GTKLookAndFeel$1FontLazyValue@1e9e725a 
Tree.foreground 	 javax.swing.plaf.ColorUIResource[r=255,g=255,b=255] 
Tree.hash 	 javax.swing.plaf.ColorUIResource[r=128,g=128,b=128] 
Tree.leftChildIndent 	 2 
Tree.lineTypeDashed 	 false 
Tree.padding 	 4 
Tree.paintLines 	 true 
Tree.repaintWholeRow 	 true 
Tree.rightChildIndent 	 12 
Tree.rowHeight 	 -1 
Tree.scrollsHorizontallyAndVertically 	 false 
Tree.scrollsOnExpand 	 false 
Tree.selectionBackground 	 javax.swing.plaf.ColorUIResource[r=21,g=83,b=158] 
Tree.selectionBorderColor 	 javax.swing.plaf.ColorUIResource[r=0,g=0,b=0] 
Tree.selectionForeground 	 javax.swing.plaf.ColorUIResource[r=255,g=255,b=255] 
Tree.textBackground 	 javax.swing.plaf.ColorUIResource[r=45,g=45,b=45] 
Tree.textForeground 	 javax.swing.plaf.ColorUIResource[r=255,g=255,b=255] 
Tree.timeFactor 	 1000 
TreeTableCellRenderer.alternatingBackground 	 java.awt.Color[r=215,g=215,b=215] 
TreeUI 	 javax.swing.plaf.synth.SynthLookAndFeel 
Viewport.background 	 javax.swing.plaf.ColorUIResource[r=53,g=53,b=53] 
Viewport.font 	 com.sun.java.swing.plaf.gtk.GTKLookAndFeel$1FontLazyValue@2ea6137 
Viewport.foreground 	 javax.swing.plaf.ColorUIResource[r=255,g=255,b=255] 
ViewportUI 	 javax.swing.plaf.synth.SynthLookAndFeel 
black 	 javax.swing.plaf.ColorUIResource[r=0,g=0,b=0] 
caretColor 	 javax.swing.plaf.ColorUIResource[r=0,g=0,b=0] 
color.alternating 	 java.awt.Color[r=215,g=215,b=215] 
color.lightgray 	 java.awt.Color[r=215,g=215,b=215] 
control 	 javax.swing.plaf.ColorUIResource[r=53,g=53,b=53] 
controlDkShadow 	 javax.swing.plaf.ColorUIResource[r=0,g=0,b=0] 
controlHighlight 	 javax.swing.plaf.ColorUIResource[r=53,g=53,b=53] 
controlLtHighlight 	 javax.swing.plaf.ColorUIResource[r=0,g=0,b=0] 
controlShadow 	 javax.swing.plaf.ColorUIResource[r=0,g=0,b=0] 
controlText 	 javax.swing.plaf.ColorUIResource[r=238,g=238,b=236] 
dark 	 javax.swing.plaf.ColorUIResource[r=0,g=0,b=0] 
desktop 	 javax.swing.plaf.ColorUIResource[r=53,g=53,b=53] 
html.missingImage 	 sun.swing.SwingUtilities2$$Lambda$18/0x00000008000c8c40@ca263c2 
html.pendingImage 	 sun.swing.SwingUtilities2$$Lambda$18/0x00000008000c8c40@dd3b207 
info 	 javax.swing.plaf.ColorUIResource[r=53,g=53,b=53] 
infoText 	 javax.swing.plaf.ColorUIResource[r=238,g=238,b=236] 
light 	 javax.swing.plaf.ColorUIResource[r=0,g=0,b=0] 
menu 	 javax.swing.plaf.ColorUIResource[r=53,g=53,b=53] 
menuText 	 javax.swing.plaf.ColorUIResource[r=238,g=238,b=236] 
mid 	 javax.swing.plaf.ColorUIResource[r=0,g=0,b=0] 
nb.errorColor 	 java.awt.Color[r=255,g=0,b=0] 
scrollbar 	 javax.swing.plaf.ColorUIResource[r=49,g=49,b=49] 
text 	 javax.swing.plaf.ColorUIResource[r=45,g=45,b=45] 
textHighlight 	 javax.swing.plaf.ColorUIResource[r=21,g=83,b=158] 
textHighlightText 	 javax.swing.plaf.ColorUIResource[r=255,g=255,b=255] 
textInactiveText 	 javax.swing.plaf.ColorUIResource[r=255,g=255,b=255] 
textText 	 javax.swing.plaf.ColorUIResource[r=255,g=255,b=255] 
white 	 javax.swing.plaf.ColorUIResource[r=255,g=255,b=255] 
window 	 javax.swing.plaf.ColorUIResource[r=53,g=53,b=53] 
windowText 	 javax.swing.plaf.ColorUIResource[r=238,g=238,b=236] 
